"","id","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","O11","O12","O13","O14","O15","O16","O17","O18"
"1",972,29.1406894271251,4.47344880742162,104.545107287618,101.309463021587,104.33894691817,97.6930886485165,111.51307104821,119.541210282918,102.431160350647,105.451315452103,51.8208937784537,48.7292058190582,49.4292460222654,50.6716592992826,47.8147472124182,112.150896300876,98.8839732933793,118.184813131755
"2",464,29.0986253858721,4.46515718131219,107.533956781383,103.063977538905,104.336207248414,97.8442309178276,115.62724603636,115.112342561871,102.464536489176,107.416345343431,50.898376378204,47.8627358504275,48.5114865331926,50.4600833605914,47.8298454506779,106.430603234259,99.144307082668,117.28228367906
"3",23,29.1359366635231,4.63738564482416,104.748549501358,101.230869171584,101.331829557986,98.8386735151284,105.870204466234,107.417206371985,104.266001031479,101.042934664421,52.3260837758232,48.4826483222944,49.7697107878041,52.2180861961814,47.9960691485121,106.462981267937,101.907236007762,89.7291387419673
"4",818,29.0774157056086,4.87433806949819,105.287524663061,101.137053831755,102.016345917844,98.5600569967614,102.129301633679,102.722182085141,100.960347631945,101.596412835194,50.8804371556802,48.4644385359022,47.645062117448,51.333686561521,48.0296076083148,102.943817504907,101.638804065345,90.3216896392643
"5",573,28.9661382589872,4.94046370473584,108.469440367153,103.367919130096,101.868514055044,99.0175205495805,107.117332737345,105.405037010447,103.615744066322,103.237508198406,51.322140537737,47.7131376403296,48.6754415286713,51.807823538532,47.9854286575918,105.979287160934,102.016227318685,91.0723447640522
"6",284,29.1282875613019,4.76902288538618,104.009388144593,99.9062473596127,102.231556411495,98.495358090479,107.663654301731,107.962932832999,101.850298154171,103.79179581588,50.7784164165876,48.5550959954109,48.3026029130448,51.8324935750028,48.1348290410188,104.933534448812,101.681073969965,89.58632820543
"7",643,29.1458194073748,4.4694659358991,106.990955692824,103.184399418575,103.646207778288,98.420479645254,105.595407094481,111.555526637513,103.583220491131,104.912763122255,49.6206058153641,47.8018713846689,47.8993783920019,51.5219561568928,47.6882724588175,109.445346892204,98.8925700183252,116.707664025793
"8",335,29.1171872400752,4.76640743922214,101.797790781107,103.83397621056,101.943722476457,98.5810260310333,105.187634895802,107.512219803832,103.024325331616,101.737616934355,51.5836765711668,47.8514748466761,49.1540413880689,51.9757388986163,48.1600820258685,107.570753460362,101.693962922836,90.721923265336
"9",488,29.0906984968568,4.92341347412443,103.421022868405,102.051612322804,103.174475004696,98.6590808312587,114.068181744041,110.850030528832,104.42376143083,104.555864632722,51.8749731101011,48.0151956085744,49.0720323314181,51.0711171056494,47.7755138472661,109.262488157944,101.836104688785,91.832062571927
"10",218,29.0135639318667,5.09068232745347,100.536461346529,101.64806219047,101.102404531373,98.5921191759876,101.629951318377,104.473673338853,100.15288242547,101.107986243478,52.1988549443042,48.9125174055558,48.6420468558892,51.5748146126948,48.10860489007,106.350130552445,98.8983206122001,115.346570979137
"11",563,28.9886157071945,4.72420466956771,105.708954557988,101.787631447194,102.303825358528,98.8640234156833,111.866576821346,113.693764671926,102.972205812992,107.198722482179,51.3670898948027,48.0140500137955,49.0822508261162,51.3632459296534,47.5968429543005,106.391187399024,101.991318137316,89.6201949347411
"12",351,29.0480111649576,4.7148731565022,103.996534844534,102.23885600834,102.697307553969,98.7372535089464,111.203643677047,111.884098619354,101.522997553627,106.278919668598,50.3052805885836,47.7280370079742,48.3341065322476,51.1804963599113,48.0235531367395,107.656256246734,99.2665422398044,115.72557349721
"13",169,29.1770893871397,4.35562744493778,105.61811057661,102.338458286693,103.016399786496,97.901330801104,101.362775206048,105.828540329994,102.811007447202,100.276566211894,50.216832318015,48.3854499006419,47.8262090731993,51.5777456426076,48.0932112114285,109.417715023346,98.8916802946342,120.305857869473
"14",446,29.0125716954586,4.62193126374506,107.389350626802,103.079830924115,104.689371539465,98.1593071681216,108.809583528485,112.878706525799,103.281582904322,107.949912952482,50.4794432973359,48.0519552386024,48.1573972656646,50.9206091267462,47.9418294332228,111.901647691002,99.0004211305727,116.774162457128
"15",1003,29.0659216428326,4.72314153402403,109.830688441713,101.42516548924,102.474652491666,98.9219021676854,105.301426874451,104.886890756284,103.468173139038,102.828677589395,49.2446351920301,48.3813717936012,47.0763904929411,52.0939931697772,48.3701799825933,106.078787900027,102.146399530316,91.4616635068594
"16",1094,28.9018536290007,4.71434152298623,104.074794364028,102.63786949979,102.023951714947,98.7462046166452,103.891943468657,104.449476365469,102.901952046891,102.05920664328,50.8301192455294,48.3197335148363,48.9969035938131,51.6330209556248,47.8077509560708,107.598595698264,101.977489163882,91.3528238632461
"17",433,29.0875735299715,4.78558143150883,113.284205727845,103.702089239522,104.179590641935,98.8991527372,105.255250487662,106.796653166138,104.574144431286,105.485581508708,49.2485990015154,48.348223007509,46.1519853120798,49.9555605864586,47.7077602895676,112.851832480041,98.7877489478742,118.575391919773
"18",1091,28.9118737088422,4.84912110199923,104.689660611164,101.68178140699,102.873194460117,98.2003881792241,104.701746952795,106.090023034436,100.403464099275,102.288666022636,51.5908359724052,48.3454700962219,49.2454414683721,51.1629286546178,47.9679506533842,103.569117455629,101.724284169829,90.1961300622668
"19",983,28.9764044957716,4.73117507610031,106.031159805742,101.067955604976,101.911195393787,98.5972474801974,103.88342210686,103.607576191494,100.092529328593,101.023252712434,50.6492787064087,47.8583943060484,47.7975460935703,51.6051793139863,47.926628718313,105.981139943474,101.924860642112,89.746025934798
"20",361,29.1879831877955,4.2606807747164,112.159879939773,103.211121525034,105.979010157673,98.1714168570353,118.100497687649,124.144770379468,106.083046188848,112.491406199567,49.364164177801,48.0416033853937,47.0597622423001,50.8499110735573,47.7565276426034,112.844123442183,99.0282321725845,117.95885998202
"21",179,28.9313442921403,5.11342276313132,110.07793873504,101.536074671177,100.677286588833,99.3579397943186,103.633843791317,103.214921637938,102.297119556583,102.294335988978,50.683558386736,47.6005245269553,48.2261386840056,51.7070767608973,48.1699277303449,104.37933115209,101.929294897919,88.8440389109966
"22",893,29.1920973286495,4.90703423733695,108.202378022135,99.579785040917,101.403807917918,98.8396999762702,105.240318415004,109.655183234877,101.749519309112,102.907303815035,50.4316340712872,48.2502243101276,47.2841244384582,51.5589850676284,47.9868379481413,106.92488284618,101.734412713711,89.2676865494499
"23",176,28.8709948523585,4.68880211845312,104.533831728215,100.936464146516,102.44558890786,98.3487950406966,100.722791924494,105.876910599203,102.213701751068,102.759417366088,50.660177201626,48.5180448972563,49.0818894011728,51.4201824633136,47.9757030739704,105.874186940051,99.0705400618398,115.499898969135
"24",406,29.0474859584328,4.55218476267722,103.824027575494,103.786679670898,103.803523119837,98.503454508789,109.834467128022,114.777020305862,104.524014980136,102.030637367398,52.1522232990557,49.262213689123,49.9958466087191,51.8257603208624,48.3268765899298,106.493000494951,101.760835472565,92.0871595928152
"25",567,28.839460845595,4.49524250490936,104.733025615054,100.917986802877,101.53225110873,98.7135073246528,104.941832268214,105.5165995334,101.73634667563,102.138875923981,51.3206494903394,48.1770645446171,48.8528481830449,51.927361225686,47.5873533980025,103.10010321211,101.696928363438,89.2185465315082
"26",569,29.0339354824359,4.98700156887688,104.650204018662,103.106925405743,102.734055512093,98.7929389013459,113.293606749402,111.701137415316,102.402711857326,107.247201736946,51.0431762300202,47.7393710094253,48.6844215356887,51.3718534716265,48.1817498339192,104.601234225991,102.024350166054,90.1502682691057
"27",892,28.9708834000625,4.74900586213738,101.885516812648,102.636897392937,102.212426749316,98.8084088851741,103.853777787201,105.49849260457,101.535904647584,101.404159533978,50.3390256532558,48.1726509371768,48.1405178408738,51.3461852476884,47.6800835407308,109.301613221239,99.0152523194018,115.567029282438
"28",295,29.2292405945758,4.59546467229574,106.692772280221,101.648115056278,102.695818306904,98.1342610154853,112.056933438752,115.776095470266,102.179378818313,105.85416717587,51.4505889569775,48.5833177156809,48.5365593218246,51.0348573277902,47.6730677773288,110.216577510634,98.9898068864676,116.414109481007
"29",774,29.1037310907434,4.77255725966963,103.585980929309,101.727133773096,104.152339075553,97.4565887770226,111.813244495321,114.977014653695,100.563221003688,107.655062106042,50.5292422637282,47.8318529759874,47.3568119967759,50.1889500093852,47.7907596305923,107.926765343527,98.6785454519225,117.602799265127
"30",1063,29.1155857223353,4.61700347193963,109.931272086281,102.589320987258,103.789091302057,98.486782908759,104.258140882405,106.640736004649,103.555261891669,104.120701827225,49.3188136271743,48.3665534855394,47.3095198545875,51.1333843611366,47.8969538403953,110.144561053541,98.9947057175202,117.037918108677
"31",55,29.0737877957816,4.80583412261688,108.455813063591,104.729991791621,103.176314469224,98.5456960110056,110.489100239655,114.100918415533,104.109180320479,105.660408059969,50.4752218823013,48.5092364743255,48.2096586509844,51.2650835636285,48.2543362097245,104.960540491592,102.031041895138,91.2569773703404
"32",836,28.9044511632925,5.20674749025536,106.135248210208,101.465286630834,100.495236153018,99.3823556769334,101.280602491959,101.189844696048,102.448050030881,101.278898601833,51.2155039413383,47.6386735642389,48.3337696322233,52.006399775809,48.261808191525,101.623271773841,101.892263283139,87.3550504938093
"33",761,28.7933025755248,5.24210603513771,105.904204893697,102.461584568932,101.675058240642,98.5106747989119,96.6698501414784,96.2591949151915,99.9988126316676,101.125859439978,49.4754365696788,47.7255771912064,46.501306314554,51.2968303778982,48.4411901688893,100.619704371708,101.823260724138,90.7509186565687
"34",601,29.1686146693005,4.60410511602176,109.815060387987,103.157336794364,102.985416379779,98.6495083540206,105.126005300073,106.46213032719,103.161627388848,104.119728627765,49.4872359002229,47.8758974995341,47.1813840806793,51.3499913161011,48.2252668270654,109.36821323494,98.9729195141724,118.195135111522
